Title,Publication Year,Author,Genre,Average Rating,Number of Ratings,Number of Pages,Language,Currently Reading,Want to Read,Rank
The Sandman #42: Brief Lives Part 2,1992.0,Neil Gaiman,Comics,4.31,230,26.0,English,1.0,135.0,238
The Sandman #47: Brief Lives Part 7,1993.0,Neil Gaiman,Comics,4.41,223,26.0,English,3.0,137.0,239
The Case of Death and Honey,2011.0,Neil Gaiman,Short Stories,3.85,253,16.0,English,3.0,419.0,240
The Sandman #43: Brief Lives Part 3,1992.0,Neil Gaiman,Comics,4.31,227,26.0,English,2.0,132.0,241
The Sandman #44: Brief Lives Part 4,1992.0,Neil Gaiman,Comics,4.31,225,26.0,English,1.0,136.0,242
Death: The High Cost of Living #2,1993.0,Neil Gaiman,Comics,4.41,219,30.0,English,7.0,142.0,243
The Sandman #48: Brief Lives Part 8,1993.0,Neil Gaiman,Comics,4.48,215,26.0,English,2.0,131.0,244
The Sandman #46: Brief Lives Part 6,1993.0,Neil Gaiman,Comics,4.33,221,26.0,English,,131.0,245
The Sandman: Book Five,2023.0,Neil Gaiman,Fantasy,4.33,218,500.0,English,12.0,465.0,246
The Sandman #49: Brief Lives Part 9,1993.0,Neil Gaiman,Comics,4.48,209,26.0,English,3.0,128.0,247
Biblioteca Gaiman - Volume 1,2021.0,Neil Gaiman,Comics,4.03,232,288.0,Portuguese,13.0,103.0,248
The Sandman #45: Brief Lives Part 5,1992.0,Neil Gaiman,Comics,4.34,213,26.0,English,1.0,132.0,249
Death: The High Cost of Living #3,1993.0,Neil Gaiman,Comics,4.43,208,28.0,English,4.0,126.0,250
Chivalry: A BBC Radio Full-Cast Reading,2020.0,Neil Gaiman,Audiobook,4.13,223,1.0,English,1.0,67.0,251
"Selections from Fragile Things, Volume One: 4 Short Fictions and Wonders",2009.0,Neil Gaiman,Fantasy,4.04,225,67.0,English,76.0,308.0,252
1602 Libro Uno,2003.0,Neil Gaiman,N/A,4.3,210,72.0,Spanish; Castilian,,117.0,253
A Fall of Stardust,2000.0,Neil Gaiman,Fantasy,3.44,262,14.0,English,5.0,511.0,254
American Gods: Shadows #4,2017.0,Neil Gaiman,Fantasy,4.21,214,29.0,English,18.0,292.0,255
Sandman Absolute 4: Destrucción,2010.0,Neil Gaiman,Comics,4.65,189,413.0,Spanish; Castilian,2.0,91.0,256
Speaking in Tongues,2004.0,Neil Gaiman,Fantasy,3.87,223,,English,1.0,397.0,257
Amazing Fantasy #1000,2022.0,Neil Gaiman,Comics,4.25,195,72.0,English,8.0,71.0,258
The Sandman #54: The Golden Boy,1993.0,Neil Gaiman,Comics,4.2,196,26.0,English,1.0,138.0,259
Sandman Absolute 7: Muerte,1995.0,Neil Gaiman,Comics,4.65,172,501.0,Spanish; Castilian,3.0,92.0,260
The Sandman #51: A Tale of Two Cities,1993.0,Neil Gaiman,Comics,3.99,200,26.0,English,1.0,130.0,261
Beowulf: The Script Book,2007.0,Neil Gaiman,Fantasy,3.6,220,264.0,English,29.0,381.0,262
The Sandman #56: Worlds' End,1993.0,Neil Gaiman,Comics,4.31,183,21.0,English,1.0,134.0,263
The Complete American Gods,2021.0,Neil Gaiman,Graphic Novels,4.39,179,712.0,English,45.0,286.0,264
Marvel 1602 #2,2003.0,Neil Gaiman,Comics,4.08,191,24.0,English,8.0,117.0,265
Goliath,1998.0,Neil Gaiman,Short Stories,3.88,201,6.0,English,3.0,251.0,266
American Gods: Shadows #5,2017.0,Neil Gaiman,Graphic Novels,4.21,185,29.0,English,13.0,223.0,267
The Sandman #53: Hob's Leviathan,1993.0,Neil Gaiman,Comics,4.06,190,25.0,English,6.0,130.0,268
"Sandman: Prelúdio, Volume 01",2013.0,Neil Gaiman,Comics,4.32,177,62.0,Portuguese,3.0,100.0,269
The Sandman #52: Cluracan's Tale,1993.0,Neil Gaiman,Comics,3.95,193,27.0,English,1.0,126.0,270
Miracleman: The Silver Age,2024.0,Neil Gaiman,Comics,3.91,193,192.0,English,6.0,126.0,271
The Sandman #55: Cerements,1993.0,Neil Gaiman,Comics,4.16,180,26.0,English,,126.0,272
The Sandman #75: The Tempest,1996.0,Neil Gaiman,Comics,4.01,186,40.0,English,3.0,144.0,273
Sandman Absolute 5: Desesperación,2011.0,Neil Gaiman,Comics,4.62,159,393.0,Spanish; Castilian,5.0,72.0,274
The Sandman #70: Chapter One: Which occurs in the wake of what has gone before,1995.0,Neil Gaiman,Comics,4.5,160,26.0,English,1.0,123.0,275
The Sandman #69: The Kindly Ones part 13 of 13,1995.0,Neil Gaiman,Comics,4.41,160,25.0,English,1.0,123.0,276
"The Neil Gaiman Library, Volume 3",2021.0,Neil Gaiman,Fantasy,4.07,173,344.0,English,12.0,217.0,277
Day of the Dead: A Babylon 5 Scriptbook,1998.0,Neil Gaiman,Science Fiction,3.92,179,56.0,English,5.0,297.0,278
Blood Bank,2022.0,Neil Gaiman,Horror,3.93,178,160.0,English,104.0,255.0,279
The Sandman #72: Chapter Three: In Which We Wake,1995.0,Neil Gaiman,Comics,4.53,154,27.0,English,1.0,122.0,280
The Sandman #57: The Kindly Ones part 1 of 13,1994.0,Neil Gaiman,Comics,4.17,166,26.0,English,2.0,129.0,281
The Sandman #74: Exiles,1995.0,Neil Gaiman,Comics,4.14,167,25.0,English,2.0,125.0,282
The Sandman #71: Chapter Two: In Which a Wake is Held,1995.0,Neil Gaiman,Comics,4.42,155,26.0,English,2.0,124.0,283
The Sandman #68: The Kindly Ones part 12 of 13,1995.0,Neil Gaiman,Comics,4.46,153,26.0,English,2.0,119.0,284
Invocaciones,2021.0,Neil Gaiman,Horror,4.01,170,96.0,Spanish; Castilian,11.0,147.0,285
Batman: Whatever Happened to the Caped Crusader? And Other Batman Tales,2021.0,Neil Gaiman,Comics,3.91,174,184.0,English,4.0,79.0,286
Sandman Absolute 6: Destino,2011.0,Neil Gaiman,Comics,4.69,145,524.0,Spanish; Castilian,1.0,102.0,287
The Sandman #67: The Kindly Ones part 11 of 13,1995.0,Neil Gaiman,Comics,4.34,156,26.0,English,3.0,121.0,288
The Sandman #59: The Kindly Ones part 3 of 13,1994.0,Neil Gaiman,Comics,4.23,160,26.0,English,1.0,122.0,289
The Sandman #73: The Wake: An Epilogue Sunday Morning,1995.0,Neil Gaiman,Comics,4.36,155,26.0,English,1.0,121.0,290
The Sandman #65: The Kindly Ones part 9 of 13,1994.0,Neil Gaiman,Fantasy,4.38,153,26.0,English,1.0,119.0,291
The Sandman #64: The Kindly Ones part 8 of 13,1994.0,Neil Gaiman,Fantasy,4.32,155,27.0,English,,120.0,292
The Sandman #61: The Kindly Ones part 5 of 13,1994.0,Neil Gaiman,Fantasy,4.28,156,26.0,English,1.0,120.0,293
The Sandman #58: The Kindly Ones part 2 of 13,1994.0,Neil Gaiman,Comics,4.19,159,26.0,English,1.0,125.0,294
The Sandman #66: The Kindly Ones part 10 of 13,1994.0,Neil Gaiman,Comics,4.31,154,26.0,English,1.0,120.0,295
The Sandman #60: The Kindly Ones part 4 of 13,1994.0,Neil Gaiman,Comics,4.21,156,26.0,English,1.0,125.0,296
Endless Gallery,1995.0,Neil Gaiman,Comics,4.26,154,34.0,English,,288.0,297
Death: The Time of Your Life #1,2013.0,Neil Gaiman,Comics,4.32,151,25.0,English,4.0,127.0,298
Marvel 1602 #3,2003.0,Neil Gaiman,Comics,4.11,156,24.0,English,2.0,92.0,299
American Gods: Shadows #6,2017.0,Neil Gaiman,Graphic Novels,4.27,150,29.0,English,6.0,193.0,300
The Sandman #63: The Kindly Ones part 7 of 13,1994.0,Neil Gaiman,Comics,4.22,152,26.0,English,,119.0,301
The Sandman #62: The Kindly Ones part 6 of 13,1994.0,Neil Gaiman,Comics,4.22,152,26.0,English,,119.0,302
Don't Ask Jack,,Neil Gaiman,Short Stories,3.43,181,,N/A,5.0,166.0,303
Death Talks About Life,1994.0,Neil Gaiman,Comics,3.95,152,8.0,English,1.0,218.0,304
American Gods: Shadows #7,2017.0,Neil Gaiman,Comics,4.21,142,27.0,English,8.0,175.0,305
Feeders & Eaters and Other Stories,2015.0,Neil Gaiman,Comics,3.46,171,14.0,English,6.0,248.0,306
Marvel 1602 #5,2003.0,Neil Gaiman,Comics,4.15,140,24.0,English,4.0,91.0,307
Neil Gaiman and Charles Vess' Stardust #3,1998.0,Neil Gaiman,Fantasy,4.46,130,50.0,English,8.0,288.0,308
A Little Trigger,2015.0,Neil Gaiman,N/A,4.05,143,29.0,English,,,309
Marvel 1602 #4,2003.0,Neil Gaiman,Comics,4.02,141,24.0,English,5.0,91.0,310
"The Annotated Sandman, Vol. 4",2015.0,Neil Gaiman,Graphic Novels,4.52,124,544.0,English,3.0,324.0,311
Американские боги. Король горной долины. Сыновья Ананси,2012.0,Neil Gaiman,Fantasy,4.13,135,1120.0,Russian,8.0,69.0,312
Nicholas Was...,2005.0,Neil Gaiman,Short Stories,3.78,147,1.0,English,,72.0,313
Marvel 1602 #7,2004.0,Neil Gaiman,Comics,4.16,133,25.0,English,3.0,91.0,314
The Sandman N.2,1989.0,Neil Gaiman,Graphic Novels,4.4,124,96.0,Italian,2.0,88.0,315
Marvel 1602 #8,2004.0,Neil Gaiman,Comics,4.11,133,37.0,English,1.0,84.0,316
Eternals (2006-2007) #2,2006.0,Neil Gaiman,Marvel,3.75,145,24.0,English,2.0,42.0,317
Neil Gaiman and Charles Vess' Stardust #4,1998.0,Neil Gaiman,Fantasy,4.51,120,66.0,English,7.0,273.0,318
Norse Mythology I #1,2020.0,Neil Gaiman,Comics,4.0,134,24.0,English,12.0,77.0,319
Sandman: Nocturnos,1988.0,Neil Gaiman,Comics,4.15,129,128.0,Portuguese,,97.0,320
Being An Account of the Life and Death of the Emperor Heliogabolus,1991.0,Neil Gaiman,Comics,3.29,161,14.0,English,5.0,934.0,321
Marvel 1602 #6,2004.0,Neil Gaiman,Comics,4.15,127,26.0,English,2.0,88.0,322
Death: The Time of Your Life #3,2013.0,Neil Gaiman,Comics,4.45,118,29.0,English,2.0,88.0,323
American Gods: Shadows #8,2017.0,Neil Gaiman,Fantasy,4.17,125,27.0,English,7.0,156.0,324
Ghastly Beyond Belief: The Science Fiction and Fantasy Book of Quotations,1985.0,Neil Gaiman,Science Fiction,3.41,153,344.0,English,14.0,391.0,325
Neil Gaiman and Charles Vess' Stardust #2,1998.0,Neil Gaiman,Fantasy,4.37,119,51.0,English,7.0,292.0,326
The Sandman N.3,1989.0,Neil Gaiman,Fantasy,4.59,113,96.0,Italian,1.0,93.0,327
American Gods: Shadows #9,2017.0,Neil Gaiman,Fantasy,4.26,121,27.0,English,4.0,154.0,328
Manuscript Found in a Milk Bottle,2015.0,Neil Gaiman,Short Stories,2.68,191,10.0,English,2.0,225.0,329
The Sandman N.1,1989.0,Neil Gaiman,Graphic Novels,4.38,116,96.0,Italian,1.0,82.0,330
"John Constantine, The Hellblazer 2018 Halloween ComicFest Special #1",2018.0,Neil Gaiman,Comics,4.15,121,30.0,English,38.0,127.0,331
The Books of Magic (1990-) #1,1989.0,Neil Gaiman,Comics,4.2,118,52.0,Portuguese,8.0,102.0,332
Eternals (2006-2007) #3,2006.0,Neil Gaiman,Marvel,3.79,131,22.0,English,,40.0,333
"Neil Gaiman's Mr. Hero The Newmatic Man: The Complete Comics, Volume One",2016.0,Neil Gaiman,Comics,3.19,155,232.0,English,2.0,136.0,334
Vertigo: Al Filo del Invierno #2,1999.0,Neil Gaiman,Comics,3.79,129,88.0,Spanish; Castilian,3.0,73.0,335
Death: The Time of Your Life #2,2013.0,Neil Gaiman,Comics,4.41,111,24.0,English,2.0,76.0,336
Eternals (2006-2007) #6,2007.0,Neil Gaiman,Marvel,3.84,126,38.0,English,3.0,34.0,337
The Sandman N.4,1989.0,Neil Gaiman,Comics,4.61,105,96.0,Italian,1.0,85.0,338
"One Life, Furnished in Early Moorcock",1994.0,Neil Gaiman,Fantasy,3.4,141,25.0,English,,180.0,339
Spawn #9,1993.0,Neil Gaiman,Comics,4.16,114,25.0,English,7.0,66.0,340
Eternals (2006-2007) #4,2006.0,Neil Gaiman,Marvel,3.81,124,24.0,English,1.0,44.0,341
Eternals (2006-2007) #5,2006.0,Neil Gaiman,Marvel,3.77,125,25.0,English,1.0,50.0,342
The Wedding Present,1998.0,Neil Gaiman,Short Stories,3.81,123,15.0,English,1.0,105.0,343
An Honest Answer & Other Stories,1994.0,Neil Gaiman,Comics,3.31,140,12.0,N/A,3.0,204.0,344
"Neil Gaiman Young Readers' Collection: Odd and the Frost Giants; Coraline; The Graveyard Book; Fortunately, the Milk",2014.0,Neil Gaiman,Fantasy,4.5,102,438.0,English,21.0,414.0,345
"Sandman: Prelúdio, Volume 02",2014.0,Neil Gaiman,Comics,4.41,103,60.0,Portuguese,,67.0,346
The Sandman: Book Six,2023.0,Neil Gaiman,Comics,4.28,106,360.0,English,7.0,310.0,347
Convergence,1992.0,Neil Gaiman,Comics,3.78,118,80.0,English,2.0,36.0,348
The Sandman N.5,1990.0,Neil Gaiman,Comics,4.59,97,96.0,Italian,,76.0,349
Fifteen Painted Cards From A Vampire Tarot,1998.0,Neil Gaiman,Short Stories,3.59,123,50.0,English,2.0,170.0,350
The Sandman N.7,1989.0,Neil Gaiman,Graphic Novels,4.54,97,96.0,Italian,1.0,82.0,351
Eternals (2006-2007) #7,2007.0,Neil Gaiman,Marvel,3.63,121,26.0,English,1.0,47.0,352
Hellblazer #27,1990.0,Neil Gaiman,Comics,4.38,99,,N/A,1.0,50.0,353
Black Orchid: Book One,1988.0,Neil Gaiman,Comics,3.79,113,48.0,English,9.0,121.0,354
Cold Colors,2013.0,Neil Gaiman,Fantasy,3.27,130,,English,1.0,222.0,355
American Gods: My Ainsel #1,2018.0,Neil Gaiman,Fantasy,4.12,103,27.0,English,15.0,112.0,356
Telling Tales,2003.0,Neil Gaiman,Fantasy,4.12,98,,English,1.0,280.0,357
House,2013.0,Neil Gaiman,Poetry,3.08,130,1.0,English,1.0,75.0,358
"Sandman, Svazek 6: Báje a odlesky 1",2005.0,Neil Gaiman,Comics,4.21,95,148.0,Czech,,26.0,359
The Sandman N.6,1990.0,Neil Gaiman,Fantasy,4.59,85,96.0,Italian,,75.0,360
The Sandman N.8,1991.0,Neil Gaiman,Comics,4.66,83,96.0,Italian,,73.0,361
The Books of Magic (1990-) #2,1991.0,Neil Gaiman,Comics,4.33,89,51.0,English,2.0,75.0,362
The Seven Sisters,,Neil Gaiman,Fantasy,3.95,95,,English,8.0,17400.0,363
"Miracleman Apocrypha: Stories That Never Were, Tales That Never Could Be",1993.0,Neil Gaiman,Comics,3.56,104,93.0,English,1.0,108.0,364
Books Have Sexes,,Neil Gaiman,Nonfiction,3.44,107,5.0,English,,98.0,365
The Sandman N.13,1992.0,Neil Gaiman,Graphic Novels,4.6,80,96.0,Italian,,83.0,366
Vertigo: Al Filo del Invierno #3,1999.0,Neil Gaiman,Comics,3.5,105,88.0,Spanish; Castilian,4.0,71.0,367
The Books of Magic (1990-) #3,1991.0,Neil Gaiman,Comics,4.31,84,49.0,English,2.0,71.0,368
"Sandman: Prelúdio, Volume 03",2015.0,Neil Gaiman,Comics,4.31,83,64.0,Portuguese,1.0,53.0,369
The Mushroom Hunters,2017.0,Neil Gaiman,Poetry,4.41,81,,English,,81.0,370
The Sandman N.15,1993.0,Neil Gaiman,N/A,4.56,78,96.0,Italian,,,371
"Sandman, Svazek 6: Báje a odlesky 2",2008.0,Neil Gaiman,Comics,4.26,82,120.0,Czech,,17.0,372
Norse Mythology I #2,,Neil Gaiman,Comics,4.14,84,32.0,N/A,5.0,42.0,373
Odd and the Frost Giants,2026.0,Neil Gaiman,N/A,4.27,78,120.0,English,2.0,4.0,374
The Sandman N.19,1995.0,Neil Gaiman,N/A,4.51,73,104.0,Italian,,,375
Neil Gaiman Teaches The Art Of Storytelling,2019.0,Neil Gaiman,Writing,4.02,81,,English,9.0,237.0,376
The Sweeper of Dreams,1998.0,Neil Gaiman,Fantasy,4.0,81,2.0,English,1.0,155.0,377
The Children's Crusade #1 (of 2),1993.0,Neil Gaiman,Comics,3.78,85,60.0,English,3.0,112.0,378
The Sandman N.16,1993.0,Neil Gaiman,Graphic Novels,4.59,69,96.0,Italian,,76.0,379
The Sandman N.14,1993.0,Neil Gaiman,N/A,4.58,69,96.0,Italian,,,380
The White Road,,Neil Gaiman,Short Stories,3.57,88,,N/A,1.0,91.0,381
The Books of Magic (1990-) #4,1991.0,Neil Gaiman,Comics,4.17,75,47.0,English,3.0,77.0,382
The Sandman N.11,1992.0,Neil Gaiman,N/A,4.6,68,96.0,Italian,,,383
American Gods: My Ainsel #2,2018.0,Neil Gaiman,Fantasy,4.11,76,27.0,English,9.0,76.0,384
"Szkło, śnieg i jabłka oraz inne historie",2022.0,Neil Gaiman,Comics,3.89,80,200.0,Polish,1.0,54.0,385
Sandman: 1,2020.0,Neil Gaiman,Graphic Novels,4.56,68,240.0,Italian,4.0,11.0,386
The Sandman N.12,1992.0,Neil Gaiman,Comics,4.66,64,96.0,Italian,,72.0,387
As Benevolentes 1,1996.0,Neil Gaiman,Bande Dessinée,4.17,71,184.0,Portuguese,3.0,65.0,388
Gods & Tulips,1993.0,Neil Gaiman,Nonfiction,3.48,83,32.0,English,3.0,209.0,389
The Sandman: ∞,2014.0,Neil Gaiman,Graphic Novels,4.45,64,296.0,Spanish; Castilian,2.0,63.0,390
Dead Boy Detectives Omnibus,2023.0,Neil Gaiman,Comics,3.99,78,775.0,English,25.0,292.0,391
"Pourquoi notre futur dépend des bibliothèques, de la lecture et de l'imagination",2014.0,Neil Gaiman,Nonfiction,4.66,62,22.0,French,3.0,36.0,392
Sandman - La saga completa vol. 1 de 2,2022.0,Neil Gaiman,Comics,4.75,60,1184.0,Spanish; Castilian,12.0,45.0,393
The Fairy Reel,2006.0,Neil Gaiman,Fantasy,3.36,84,,English,1.0,112.0,394
The Mapmaker,,Neil Gaiman,Audiobook,3.27,86,,English,,65.0,395
Norse Mythology I #3,2020.0,Neil Gaiman,Comics,4.09,68,24.0,English,5.0,35.0,396
As Benevolentes 2,1996.0,Neil Gaiman,Bande Dessinée,4.33,64,160.0,Portuguese,1.0,58.0,397
"When we went to see the end of the world by Dawnie Morningside, Age 11¼",,Neil Gaiman,Short Stories,3.35,82,,N/A,1.0,63.0,398
Blood Monster,1992.0,Neil Gaiman,Comics,2.52,108,5.0,English,3.0,166.0,399
The Sandman N.9,1991.0,Neil Gaiman,Comics,4.61,59,96.0,Italian,,61.0,400
Miracleman (2022) #0,2022.0,Neil Gaiman,Comics,3.86,70,44.0,English,9.0,13.0,401
Seven Deadly Sins,1989.0,Neil Gaiman,Comics,3.02,89,68.0,English,4.0,194.0,402
Preludes & Nocturnes,,Neil Gaiman,Graphic Novels,4.27,63,240.0,English,3.0,20.0,403
The Goldfish Pool and Other Stories,1998.0,Neil Gaiman,Fantasy,4.06,66,36.0,English,1.0,48.0,404
The Sandman N.17,1994.0,Neil Gaiman,N/A,4.59,58,96.0,Italian,,,405
Melinda,2004.0,Neil Gaiman,Fantasy,4.02,66,64.0,English,,300.0,406
The Witch's Headstone,2007.0,Neil Gaiman,Fantasy,4.11,64,,English,,106.0,407
"Selections from Fragile Things, Volume Two: 6 Short Fictions and Wonders",2009.0,Neil Gaiman,Fantasy,3.93,67,500.0,English,5.0,84.0,408
Sculpture Stories,1990.0,Neil Gaiman,Fantasy,3.45,76,14.0,English,4.0,168.0,409
Black Orchid (1988-1989) #2,1989.0,Neil Gaiman,Comics,3.82,67,51.0,English,2.0,84.0,410
Miracleman: The Silver Age #1,2022.0,Neil Gaiman,Comics,4.17,60,41.0,English,8.0,50.0,411
Norse Mythology I #4,2021.0,Neil Gaiman,Comics,4.05,61,24.0,English,3.0,30.0,412
"Selections from Fragile Things, Volume Six: A Short Fiction",2009.0,Neil Gaiman,Fantasy,4.44,55,500.0,English,4.0,76.0,413
Miracleman #1,1990.0,Neil Gaiman,Comics,3.92,62,,English,3.0,70.0,414
The Sandman N.20,1995.0,Neil Gaiman,Comics,4.58,53,104.0,Italian,,72.0,415
Sweet Justice: Selected Short Stories from the 2000 AD and Judge Dredd Annuals,2011.0,Neil Gaiman,Science Fiction,3.41,71,87.0,English,13.0,83.0,416
American Gods: My Ainsel #3,2018.0,Neil Gaiman,Comics,4.14,58,27.0,English,5.0,53.0,417
The Sandman N.10,1991.0,Neil Gaiman,N/A,4.62,52,96.0,Italian,,,418
Sweeney Todd & Other Stories,1992.0,Neil Gaiman,Comics,3.25,73,55.0,N/A,3.0,217.0,419
1602 tome 1: Complots et Maléfices,2004.0,Neil Gaiman,Comics,4.03,58,100.0,French,,33.0,420
Orange,,Neil Gaiman,Fantasy,3.72,64,,N/A,,34.0,421
The Sandman N.21,1995.0,Neil Gaiman,Comics,4.63,51,120.0,Italian,1.0,71.0,422
American Gods: My Ainsel #4,2018.0,Neil Gaiman,Comics,4.3,54,30.0,English,3.0,46.0,423
The Children's Crusade #2,1993.0,Neil Gaiman,Comics,3.5,66,60.0,English,1.0,71.0,424
American Gods: My Ainsel #5,2018.0,Neil Gaiman,Comics,4.36,53,30.0,English,4.0,39.0,425
Black Orchid (1988-1989) #3,1989.0,Neil Gaiman,Comics,3.82,60,51.0,English,2.0,85.0,426
Changes,1998.0,Neil Gaiman,Short Stories,3.8,60,11.0,English,,39.0,427
Neil Gaiman's The Last Temptation #1,2015.0,Neil Gaiman,Comics,3.82,57,32.0,English,6.0,135.0,428
"Selections from Fragile Things, Volume Four",2009.0,Neil Gaiman,Fantasy,4.19,52,500.0,English,7.0,83.0,429
The Sandman N.18,1994.0,Neil Gaiman,N/A,4.54,48,96.0,Italian,,10.0,430
"Kenapa Masa Depan Kita Bergantung pada Perpustakaan, Membaca, dan Melamun?",2013.0,Neil Gaiman,Nonfiction,3.75,57,58.0,Indonesian,3.0,51.0,431
American Gods: My Ainsel #6,2018.0,Neil Gaiman,Comics,4.18,51,26.0,English,5.0,44.0,432
The Complete Norse Mythology,2023.0,Neil Gaiman,Comics,4.63,46,456.0,English,1.0,66.0,433
Batman (1940-2011) #686,2009.0,Neil Gaiman,Comics,3.98,53,33.0,English,2.0,63.0,434
Aarteita ja muistoesineitä,2006.0,Neil Gaiman,Fantasy,3.4,62,213.0,Finnish,1.0,21.0,435
"Sandman, Tom 4: Dom lalki",2003.0,Neil Gaiman,Comics,4.38,48,124.0,Polish,,20.0,436
A Lunar Labyrinth,2013.0,Neil Gaiman,Short Stories,3.15,66,,English,,41.0,437
Duran Duran,1984.0,Neil Gaiman,Music,3.25,63,126.0,English,6.0,372.0,438
"Sandman, Tom 3: Dom lalki",2003.0,Neil Gaiman,Comics,4.3,47,112.0,Polish,1.0,18.0,439
American Gods: My Ainsel #9,2018.0,Neil Gaiman,Comics,4.35,46,25.0,English,6.0,39.0,440
How to sell the Ponti Bridge,,Neil Gaiman,Fantasy,3.16,63,25.0,English,,51.0,441
My Last Landlady,,Neil Gaiman,Short Stories,3.77,52,,N/A,,35.0,442
"Leyendas del Abismo, volumen 1",2012.0,Neil Gaiman,Comics,3.61,54,320.0,Spanish; Castilian,2.0,37.0,443
"Sandman, Volumen 1",2018.0,Neil Gaiman,Comics,4.22,46,232.0,Spanish; Castilian,1.0,15.0,444
"Selections from Fragile Things, Volume Five",2009.0,Neil Gaiman,Fantasy,4.22,46,500.0,English,5.0,72.0,445
Norse Mythology I #5,2021.0,Neil Gaiman,Comics,4.13,46,24.0,English,5.0,30.0,446
"Sandman, Volumen 5",2019.0,Neil Gaiman,N/A,4.3,43,184.0,Spanish; Castilian,1.0,,447
Neil Dreams,1994.0,Neil Gaiman,Comics,2.98,61,11.0,N/A,3.0,143.0,448
Sandman: Prelúdios,1988.0,Neil Gaiman,Bande Dessinée,4.44,41,128.0,Portuguese,3.0,16.0,449
American Gods: My Ainsel #7,2018.0,Neil Gaiman,Comics,4.16,43,26.0,English,5.0,42.0,450
American Gods: My Ainsel #8,2018.0,Neil Gaiman,Comics,4.33,42,26.0,English,7.0,41.0,451
American Gods: My Ainsel #7,2018.0,Neil Gaiman,Comics,4.16,43,26.0,English,5.0,42.0,452
The Thing About Cassandra,,Neil Gaiman,Short Stories,3.87,46,,English,,16.0,453
"1602, 2. Il segreto dei Templari",2004.0,Neil Gaiman,Comics,3.74,47,108.0,Italian,,26.0,454
Secret Origins Special (1989) #1 (Secret Origins,1989.0,Neil Gaiman,Batman,3.65,48,56.0,English,2.0,48.0,455
"Neil Gaiman's Mr. Hero The Newmatic Man: The Complete Comics, Volume Two",2017.0,Neil Gaiman,Comics,3.5,50,232.0,English,1.0,41.0,456
"Selections from Fragile Things, Volume Three: 5 Short Fictions and Wonders",2009.0,Neil Gaiman,Fantasy,4.24,41,500.0,English,5.0,77.0,457
Neil Gaiman's Teknophage #2,2016.0,Neil Gaiman,Comics,3.39,51,232.0,English,2.0,64.0,458
Strange Little Girls,,Neil Gaiman,Fiction,3.19,54,10.0,N/A,,36.0,459
Miracleman: The Silver Age #2,2022.0,Neil Gaiman,Comics,4.33,39,41.0,English,8.0,7.0,460
American Gods: The Moment of the Storm #1,2019.0,Neil Gaiman,Graphic Novels,3.93,43,26.0,English,5.0,51.0,461
"Leyendas del Abismo, volumen 2",2012.0,Neil Gaiman,Comics,4.07,41,368.0,Spanish; Castilian,,31.0,462
Никогде,2018.0,Neil Gaiman,N/A,4.28,39,416.0,Russian,1.0,12.0,463
Neverwear: A Portfolio Of Stories,2016.0,Neil Gaiman,Art,4.15,40,17.0,English,2.0,349.0,464
Miracleman by Gaiman & Buckingham #2,2015.0,Neil Gaiman,Comics,3.88,42,40.0,English,1.0,32.0,465
"La Cosa del Pantano, núm. 1",1989.0,Neil Gaiman,Comics,3.7,44,64.0,Spanish; Castilian,,92.0,466
Norse Mythology III #1,2022.0,Neil Gaiman,Comics,4.29,38,24.0,English,7.0,22.0,467
Norse Mythology II #1,2021.0,Neil Gaiman,Comics,3.93,41,24.0,English,5.0,26.0,468
Vampire Sestina,,Neil Gaiman,Poetry,3.33,48,,English,,59.0,469
Miracleman by Gaiman & Buckingham: The Silver Age (2022-2024) #7,2024.0,Neil Gaiman,Comics,4.24,37,31.0,English,6.0,5.0,470
"Sandman, Volumen 2",2018.0,Neil Gaiman,N/A,4.33,36,208.0,Spanish; Castilian,,,471
The Complete Interworld Trilogy: Interworld; The Silver Dream; Eternity’s Wheel,2017.0,Neil Gaiman,N/A,3.85,40,536.0,English,2.0,45.0,472
Superman/Batman: ¿Qué le sucedió al Cruzado de la Capa? ¿Qué fue del Hombre del Mañana?,2017.0,Neil Gaiman,Superheroes,4.08,37,128.0,Spanish; Castilian,,21.0,473
SANDMAN VOL. 6: FÁBULAS Y REFLEJOS,2021.0,Neil Gaiman,N/A,4.44,34,264.0,Spanish; Castilian,1.0,1.0,474
Sandman: Il signore dei sogni,2005.0,Neil Gaiman,Graphic Novels,4.14,36,300.0,Italian,2.0,36.0,475
Miracleman: The Silver Age #3,2022.0,Neil Gaiman,Comics,4.35,34,32.0,English,5.0,3.0,476
The Flints of Memory Lane,2006.0,Neil Gaiman,Short Stories,2.85,52,3.0,English,1.0,50.0,477
Shadow Show: Stories In Celebration of Ray Bradbury series #2,2014.0,Neil Gaiman,Comics,3.5,42,26.0,English,3.0,135.0,478
American Gods: The Moment of the Storm #4,2019.0,Neil Gaiman,Comics,4.2,35,26.0,English,4.0,25.0,479
"Sandman, Volumen 6",2019.0,Neil Gaiman,Comics,4.17,35,128.0,Spanish; Castilian,2.0,8.0,480
Vertigo Preview: Sandman,2012.0,Neil Gaiman,Comics,3.97,37,11.0,English,2.0,33.0,481
American Gods: The Moment of the Storm #3,2019.0,Neil Gaiman,Graphic Novels,4.26,34,26.0,English,3.0,35.0,482
