Title,Publication Year,Author,Genre,Average Rating,Number of Ratings,Number of Pages,Language,Currently Reading,Want to Read,Rank
Dead Land,2020,Sara Paretsky,Mystery,4.05,5091,416.0,English,1681.0,5886.0,259
The Hollow Places,2020,T. Kingfisher,Horror,3.8,42831,352.0,English,2771.0,102000.0,260
The Worst Best Man,2020,Mia Sosa,Romance,3.55,72270,359.0,English,2799.0,106000.0,261
The Lies That Bind,2020,Emily Giffin,Fiction,3.76,76055,352.0,English,6235.0,50300.0,262
The Other People,2020,C.J. Tudor,Thriller,3.86,32787,327.0,English,1493.0,46700.0,263
The Boy from the Woods,2020,Harlan Coben,Mystery,3.95,105074,371.0,English,14600.0,85800.0,264
The Operator,2020,Gretchen Berg,Historical Fiction,3.3,6539,368.0,English,902.0,19500.0,265
How Quickly She Disappears,2020,Raymond Fleischmann,Mystery,3.19,2124,320.0,English,337.0,9213.0,266
Why We're Polarized,2020,Ezra Klein,Politics,4.22,16963,336.0,English,3836.0,7374.0,267
The Constant Rabbit,2020,Jasper Fforde,Fantasy,4.07,9698,307.0,English,797.0,10000.0,268
Flock,2020,Kate Stewart,Romance,4.12,202230,366.0,English,30500.0,307000.0,269
Layla,2020,Colleen Hoover,Romance,3.64,524838,305.0,English,45600.0,356000.0,270
The Resisters,2020,Gish Jen,Fiction,3.59,4105,305.0,English,532.0,10200.0,271
Striking Distance,2020,Sarah Rees Brennan,Young Adult,3.88,4841,368.0,English,199.0,9381.0,272
The Sentinel,2020,Lee Child,Thriller,3.96,61631,353.0,English,17400.0,18600.0,273
Whistleblower: My Journey to Silicon Valley and Fight for Justice at Uber,2020,Susan Fowler,Nonfiction,4.15,2709,272.0,English,215.0,5402.0,274
The Lives of Saints,2020,Leigh Bardugo,Fantasy,3.93,24714,121.0,English,812.0,34600.0,275
Blacktop Wasteland,2020,S.A. Cosby,Fiction,4.07,45260,285.0,English,6058.0,71500.0,276
A Longer Fall,2020,Charlaine Harris,Fantasy,4.02,9475,291.0,English,1556.0,11200.0,277
Unconquerable Sun,2020,Kate Elliott,Science Fiction,3.92,2834,528.0,English,439.0,12700.0,278
Magic Lessons,2020,Alice Hoffman,Fantasy,4.22,61060,416.0,English,8406.0,97200.0,279
Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,2020,Michael Chabon,Nonfiction,4.22,1458,336.0,English,328.0,17900.0,280
Minor Feelings: An Asian American Reckoning,2020,Cathy Park Hong,Nonfiction,4.2,41686,209.0,English,4115.0,75600.0,281
Uppercut Princess,2020,E.M. Moore,Reverse Harem,4.15,7858,368.0,English,4318.0,7472.0,282
Big Summer,2020,Jennifer Weiner,Fiction,3.59,143912,368.0,English,17600.0,118000.0,283
The Relentless Moon,2020,Mary Robinette Kowal,Science Fiction,4.36,8895,544.0,English,581.0,9847.0,284
The Devil and the Dark Water,2020,Stuart Turton,Mystery,3.84,57696,463.0,English,4969.0,113000.0,285
Code Name Hélène,2020,Ariel Lawhon,Historical Fiction,4.41,53257,451.0,English,6255.0,110000.0,286
A Stitch in Time,2020,Kelley Armstrong,Romance,4.01,11766,378.0,English,1589.0,13500.0,287
The Atlas Six,2020,Olivie Blake,Fantasy,3.58,237938,376.0,English,29100.0,678000.0,288
Peace Talks,2020,Jim Butcher,Fantasy,4.22,50232,340.0,English,4271.0,38100.0,289
The Tourist Attraction,2020,Sarah Morgenthaler,Romance,3.51,37119,352.0,English,2977.0,8938.0,290
The Survivors,2020,Jane Harper,Mystery,3.76,100998,384.0,English,6025.0,103000.0,291
500 Miles from You,2020,Jenny Colgan,Romance,3.81,23815,427.0,English,1208.0,20600.0,292
Black Knight,2020,Rina Kent,Romance,3.91,63689,326.0,English,4935.0,40100.0,293
Paris Never Leaves You,2020,Ellen Feldman,Historical Fiction,3.67,3324,368.0,English,632.0,11900.0,294
How the West Stole Democracy from the Arabs: The Destruction of the Syrian Arab Kingdom in 1920 and the Rise of Anti-Liberal Islamism,2020,Elizabeth F. Thompson,History,4.25,194,496.0,English,67.0,2722.0,295
Cleanness,2020,Garth Greenwell,Fiction,3.81,9084,240.0,English,905.0,23400.0,296
Crowning Soul,2020,Sahira Javaid,Fantasy,2.78,98,635.0,English,7.0,1011.0,297
Introverted Me,2020,Kevin Martz,N/A,4.4,40,404.0,English,13.0,282.0,298
"Mary, Everything",2020,Cassandra Yorke,Historical Fiction,4.18,211,413.0,English,52.0,3686.0,299
Wintersteel,2020,Will Wight,Fantasy,4.69,27480,540.0,English,2253.0,6533.0,300
Stories That Bind Us,2020,Susie Finkbeiner,Christian Fiction,4.2,1091,384.0,English,61.0,4249.0,301
Writers & Lovers,2020,Lily King,Fiction,4.01,152669,320.0,English,8085.0,252000.0,302
A Princess for Christmas,2020,Jenny Holiday,Christmas,3.58,7969,384.0,N/A,396.0,15600.0,303
The Dirty South,2020,John Connolly,Mystery,4.2,8828,448.0,English,2759.0,6948.0,304
The Lucky Ones,2020,Liz Lawson,Young Adult,3.96,3941,352.0,English,112.0,17400.0,305
Stories of September,2020,Fiona Cole,Anthologies,4.3,1113,593.0,English,460.0,3825.0,306
The Life You Stole,2020,Jewel E. Ann,Romance,4.05,5433,376.0,English,1288.0,2600.0,307
Our Malady: Lessons in Liberty from a Hospital Diary,2020,Timothy Snyder,Nonfiction,4.15,2054,179.0,English,273.0,2624.0,308
Rules for Dating Your Ex,2020,Piper Rayne,Romance,4.21,2771,301.0,English,357.0,1850.0,309
Dance Away with Me,2020,Susan Elizabeth Phillips,Romance,4.04,12781,400.0,English,2280.0,12300.0,310
"A Map Is Only One Story: Twenty Writers on Immigration, Family, and the Meaning of Home",2020,Nicole Chung,Nonfiction,4.02,1090,252.0,English,95.0,9242.0,311
Kingdom of the Wicked,2020,Kerri Maniscalco,Young Adult,3.88,314622,372.0,English,12900.0,564000.0,312
When We Cease to Understand the World,2020,Benjamín Labatut,Science,4.13,46618,192.0,English,4717.0,94200.0,313
The Tower of Nero,2020,Rick Riordan,Fantasy,4.49,74384,416.0,English,4630.0,84100.0,314
The Mercies,2020,Kiran Millwood Hargrave,Historical Fiction,4.01,47364,345.0,English,2694.0,94300.0,315
Afterlife,2020,Julia Alvarez,Fiction,3.7,17135,256.0,English,2484.0,40400.0,316
"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",2020,Merlin Sheldrake,Nonfiction,4.34,41817,352.0,English,11100.0,147000.0,317
The Deep,2020,Alma Katsu,Horror,3.32,11004,432.0,English,889.0,33000.0,318
Troy,2020,Stephen Fry,Mythology,4.35,34562,414.0,English,3098.0,53500.0,319
"Pharma: Greed, Lies, and the Poisoning of America",2020,Gerald Posner,Nonfiction,4.19,722,816.0,English,288.0,3937.0,320
A Bad Day for Sunshine,2020,Darynda Jones,Mystery,4.07,22983,396.0,English,1707.0,25200.0,321
False Value,2020,Ben Aaronovitch,Fantasy,4.1,24080,349.0,English,1466.0,9380.0,322
To Sleep in a Sea of Stars,2020,Christopher Paolini,Science Fiction,3.8,63884,880.0,English,11000.0,209000.0,323
Protecting What's Mine,2020,Lucy Score,Romance,4.36,42081,476.0,English,12900.0,33100.0,324
Virgin Flyer,2020,Lucy Lennox,M M Romance,4.25,7571,262.0,English,1074.0,2910.0,325
Bound by the Past,2020,Cora Reilly,Romance,3.78,20971,335.0,English,1584.0,20600.0,326
Wolf's Curse,2020,Kelley Armstrong,Young Adult,4.12,1910,292.0,English,188.0,1448.0,327
The Magic Fish,2020,Trung Le Nguyen,Graphic Novels,4.5,27201,256.0,English,430.0,38400.0,328
Under the Rainbow,2020,Celia Laskey,Fiction,3.73,3763,286.0,English,113.0,20300.0,329
The Best of Me,2020,David Sedaris,Humor,4.21,24217,387.0,English,4755.0,28700.0,330
Fragile Longing,2020,Cora Reilly,Romance,3.48,18596,296.0,English,1707.0,9923.0,331
Murder on Cold Street,2020,Sherry Thomas,Mystery,4.2,12682,344.0,English,649.0,10600.0,332
The Missing Prince,2020,John Flanagan,Fantasy,4.13,6551,304.0,English,510.0,5021.0,333
Magic Forged,2020,K.M. Shea,Fantasy,4.31,12772,270.0,English,2727.0,11700.0,334
Shadow of the Batgirl,2020,Sarah Kuhn,Graphic Novels,4.04,3151,208.0,English,31.0,3412.0,335
The Red Lotus,2020,Chris Bohjalian,Fiction,3.73,20746,400.0,English,3521.0,26900.0,336
Blackwood,2020,Michael Farris Smith,Horror,3.69,1894,305.0,English,122.0,5825.0,337
Shorefall,2020,Robert Jackson Bennett,Fantasy,4.05,21114,493.0,English,1693.0,26000.0,338
A Life on Our Planet: My Witness Statement and a Vision for the Future,2020,David Attenborough,Nonfiction,4.5,31213,245.0,English,,775.0,339
Where Dreams Descend,2020,Janella Angeles,Fantasy,3.65,9575,464.0,English,650.0,63100.0,340
Fred's Big Feelings: The Life and Legacy of Mister Rogers,2020,Laura Renauld,Picture Books,4.32,632,40.0,English,3.0,960.0,341
After Sundown,2020,Linda Howard,Romance,4.02,6295,384.0,English,1552.0,6634.0,342
The Bone Shard Daughter,2020,Andrea Stewart,Fantasy,4.0,32848,435.0,English,3227.0,147000.0,343
The Last Emperox,2020,John Scalzi,Science Fiction,4.13,29705,320.0,English,2070.0,13400.0,344
The Havoc We Wreak,2020,Becca Steele,Romance,4.16,6200,306.0,English,1677.0,3828.0,345
"The Turnaway Study: Ten Years, a Thousand Women, and the Consequences of Having―or Being Denied―an Abortion",2020,Diana Greene Foster,Nonfiction,4.58,3000,368.0,English,553.0,10700.0,346
A Girl Is a Body of Water,2020,Jennifer Nansubuga Makumbi,Fiction,4.15,7821,560.0,English,979.0,34400.0,347
When Stars Are Scattered,2020,Victoria Jamieson,Graphic Novels,4.61,29218,,English,956.0,22100.0,348
The Split,2020,Sharon J. Bolton,Thriller,3.84,13386,382.0,English,1051.0,13500.0,349
Hope in the Mail: Reflections on Writing and Life,2020,Wendelin Van Draanen,Writing,4.39,202,304.0,English,17.0,521.0,350
The Searcher,2020,Tana French,Mystery,3.8,143086,451.0,English,15900.0,115000.0,351
If I Had Your Face,2020,Frances Cha,Fiction,3.74,54794,288.0,English,3148.0,153000.0,352
Playboy Princes,2020,Jaymin Eve,Romance,4.26,9306,314.0,English,2478.0,2757.0,353
Battle Ground,2020,Jim Butcher,Fantasy,4.42,44411,418.0,English,,450.0,354
Breath: The New Science of a Lost Art,2020,James Nestor,Nonfiction,4.15,96917,280.0,English,19100.0,8839.0,355
"Spy x Family, Vol. 3",2020,Tatsuya Endo,Manga,4.51,40283,200.0,English,714.0,9537.0,356
Race to the Sun,2020,Rebecca Roanhorse,Fantasy,4.04,5796,306.0,English,578.0,14200.0,357
The Lies We Tell,2020,Becca Steele,Romance,3.98,12593,304.0,English,4331.0,13600.0,358
Set the Night on Fire: L.A. in the Sixties,2020,Mike Davis,History,4.39,449,1051.0,English,180.0,5754.0,359
"Raphael, Painter in Rome",2020,Stephanie Storey,Historical Fiction,4.18,1809,320.0,English,549.0,9106.0,360
Reaganland: America's Right Turn 1976-1980,2020,Rick Perlstein,History,4.33,2017,1107.0,English,910.0,8505.0,361
Reign of a King,2020,Rina Kent,Romance,4.05,36365,280.0,English,4819.0,30400.0,362
Crazy Stupid Bromance,2020,Lyssa Kay Adams,Romance,3.87,41257,345.0,English,744.0,30700.0,363
Head Over Heels,2020,Hannah Orenstein,Romance,3.59,21441,336.0,English,609.0,29300.0,364
Pride of Eden,2020,Taylor Brown,Fiction,3.92,538,304.0,English,44.0,4163.0,365
It Was All a Lie: How the Republican Party Became Donald Trump,2020,Stuart Stevens,Politics,4.13,3859,256.0,English,1749.0,4699.0,366
Forever Wild,2020,K.A. Tucker,Romance,4.24,41008,158.0,English,847.0,31700.0,367
Me & Patsy Kickin' Up Dust: My Friendship with Patsy Cline,2020,Loretta Lynn,Memoir,4.3,2805,240.0,English,287.0,3863.0,368
88 Names,2020,Matt Ruff,Science Fiction,3.41,2407,320.0,English,143.0,4306.0,369
Unfinished Business: Notes of a Chronic Re-reader,2020,Vivian Gornick,Nonfiction,3.73,1074,176.0,English,147.0,4370.0,370
Barely Functional Adult: It’ll All Make Sense Eventually,2020,Meichi Ng,Graphic Novels,4.16,2861,401.0,English,171.0,15600.0,371
Pandora's Jar: Women in the Greek Myths,2020,Natalie Haynes,Mythology,4.23,22693,320.0,English,4201.0,79300.0,372
Exodus,2020,Kate Stewart,Romance,4.4,160197,452.0,English,12700.0,145000.0,373
Riot Baby,2020,Tochi Onyebuchi,Fantasy,3.71,11389,167.0,English,587.0,34400.0,374
What Lies Between Us,2020,John Marrs,Thriller,4.04,141946,381.0,English,16400.0,234000.0,375
Irreversible Damage: The Transgender Craze Seducing Our Daughters,2020,Abigail Shrier,Nonfiction,4.14,12299,276.0,English,2133.0,15700.0,376
The Last of the Moon Girls,2020,Barbara Davis,Fiction,4.2,78344,397.0,English,33000.0,53100.0,377
BEAST OF NEW CASTLE: The Heart-Pounding Battle To Stop A Savage Killer,2020,Larry Sells,True Crime,3.73,60,256.0,English,116.0,97.0,378
Next to Last Stand,2020,Craig Johnson,Mystery,4.26,10722,336.0,English,2066.0,2870.0,379
Badger to the Bone,2020,Shelly Laurenston,Romance,4.35,7718,416.0,English,1102.0,4926.0,380
28 Summers,2020,Elin Hilderbrand,Romance,4.18,232926,432.0,English,14500.0,174000.0,381
The Left-Handed Booksellers of London,2020,Garth Nix,Fantasy,3.86,23362,416.0,English,1671.0,39200.0,382
Cartier's Hope,2020,M.J. Rose,Historical Fiction,3.67,1524,336.0,English,188.0,9597.0,383
Grave,2020,Shantel Tessier,Romance,4.38,11282,244.0,English,1756.0,12000.0,384
White Ivy,2020,Susie Yang,Fiction,3.55,32900,354.0,English,4188.0,54200.0,385
"Snotgirl, Vol. 3: Is This Real Life?",2020,Bryan Lee O'Malley,Graphic Novels,3.79,3095,136.0,English,36.0,1373.0,386
The Ministry for the Future,2020,Kim Stanley Robinson,Fiction,3.88,36282,563.0,English,9933.0,76200.0,387
My Maddie,2020,Tillie Cole,Dark,4.45,5619,394.0,English,450.0,10700.0,388
Bookish and the Beast,2020,Ashley Poston,Romance,3.76,19421,288.0,English,396.0,48600.0,389
"Hoax: Donald Trump, Fox News, and the Dangerous Distortion of Truth",2020,Brian Stelter,Politics,4.07,3700,350.0,English,2381.0,4343.0,390
Postcolonial Love Poem,2020,Natalie Díaz,Poetry,4.33,7433,107.0,English,606.0,17100.0,391
The Power of Experiments: Decision Making in a Data-Driven World,2020,Michael Luca,Business,3.49,232,232.0,N/A,78.0,1018.0,392
Take Me Apart,2020,Sara Sligar,Thriller,3.65,5148,368.0,English,636.0,20100.0,393
Love Your Life,2020,Sophie Kinsella,Romance,3.34,48207,416.0,English,3529.0,41100.0,394
Pretty Little Wife,2020,Darby Kane,Thriller,3.92,66397,403.0,English,2549.0,78000.0,395
Death in Her Hands,2020,Ottessa Moshfegh,Fiction,3.24,46755,259.0,English,3399.0,102000.0,396
"Fangirl, Vol. 1: The Manga",2020,Sam Maggs,Graphic Novels,4.2,18242,208.0,English,291.0,28100.0,397
Crush the King,2020,Jennifer Estep,Fantasy,4.1,7110,416.0,English,577.0,7528.0,398
Happily Ever After & Everything In Between,2020,Debbie Tung,Graphic Novels,4.1,5837,147.0,English,171.0,7154.0,399
Craigslist Confessional: A Collection of Secrets from Anonymous Strangers,2020,Helena Dea Bala,Nonfiction,3.64,2813,256.0,English,208.0,12600.0,400
Half a Soul,2020,Olivia Atwater,Fantasy,4.08,53570,304.0,English,2809.0,124000.0,401
Beautiful Soldier,2020,E.M. Moore,Reverse Harem,4.35,4666,460.0,English,1904.0,1304.0,402
Musical Chairs,2020,Amy Poeppel,Fiction,3.81,8353,416.0,English,765.0,16700.0,403
Machiavelli: His Life and Times,2020,Alexander Lee,History,4.19,159,768.0,English,85.0,902.0,404
Saint X,2020,Alexis Schaitkin,Fiction,3.39,28425,343.0,English,2692.0,43300.0,405
A Burning,2020,Megha Majumdar,Fiction,3.73,51186,304.0,English,3842.0,99600.0,406
The Last Voyage of the Andrea Doria: The Sinking of the World's Most Glamorous Ship,2020,Greg King,History,3.94,499,352.0,English,71.0,4728.0,407
His Only Wife,2020,Peace Adzo Medie,Fiction,3.74,30914,288.0,English,2192.0,41400.0,408
Creole Kingpin,2020,Meghan March,Romance,4.15,6140,266.0,English,1336.0,4568.0,409
Recollections of My Nonexistence: A Memoir,2020,Rebecca Solnit,Memoir,4.21,7626,256.0,English,990.0,25000.0,410
The Traitor Queen,2020,Danielle L. Jensen,Fantasy,4.23,112470,352.0,English,3722.0,76200.0,411
Ruthless Empire,2020,Rina Kent,Romance,4.12,53317,386.0,English,4740.0,46000.0,412
Death in Mud Lick: A True Story of Corporate Pill Pushers in Small Town America,2020,Eric Eyre,Nonfiction,4.07,2193,,N/A,381.0,5263.0,413
Race Against Time: A Reporter Reopens the Unsolved Murder Cases of the Civil Rights Era,2020,Jerry Mitchell,Nonfiction,4.43,1986,432.0,English,394.0,6422.0,414
The Upside of Falling,2020,Alex Light,Young Adult,3.6,115337,288.0,English,5876.0,145000.0,415
Bach's Musical Universe: The Composer and His Work,2020,Christoph Wolff,Music,3.98,45,432.0,English,39.0,236.0,416
The Sinner,2020,J.R. Ward,Paranormal,4.36,16795,498.0,English,2985.0,19100.0,417
We Are Water Protectors,2020,Carole Lindstrom,Picture Books,4.51,8233,40.0,English,104.0,6181.0,418
The Bear,2020,Andrew Krivak,Fiction,3.9,10517,224.0,English,503.0,18000.0,419
Golden in Death,2020,J.D. Robb,Mystery,4.38,25417,387.0,English,6751.0,6913.0,420
Love Her or Lose Her,2020,Tessa Bailey,Romance,3.62,81126,336.0,English,2257.0,83400.0,421
The Bear King,2020,James Wilde,Historical Fiction,4.12,259,318.0,English,13.0,211.0,422
Before I Called You Mine,2020,Nicole Deese,Romance,4.27,3989,368.0,English,347.0,8548.0,423
Last Memoria,2020,Rachel Emma Shaw,Fantasy,3.77,279,315.0,English,18.0,1751.0,424
LOVE OVER CAPPUCCINO,2020,Mansi Modi,N/A,3.88,26,29.0,English,,204.0,425
The Road of Resistance Part I,2020,Chase Bolling,Fantasy,4.2,30,350.0,English,25.0,159.0,426
Tipping Point,2020,Michelle Cook,N/A,4.31,51,280.0,English,59.0,60.0,427
Lost in Thought: The Hidden Pleasures of an Intellectual Life,2020,Zena Hitz,Philosophy,3.63,1512,240.0,English,437.0,5876.0,428
Alone With You in the Ether,2020,Olivie Blake,Romance,3.8,91715,288.0,English,7861.0,331000.0,429
Building a Life Worth Living: A Memoir,2020,Marsha M. Linehan,Psychology,4.1,4767,384.0,English,1248.0,11500.0,430
Navigate Your Stars,2020,Jesmyn Ward,Nonfiction,4.19,3485,64.0,English,25.0,13400.0,431
The Roxy Letters,2020,Mary Pauline Lowry,Fiction,3.32,2701,320.0,English,256.0,14400.0,432
Shadows in Death,2020,J.D. Robb,Mystery,4.43,25065,355.0,English,5697.0,8381.0,433
Unseen City,2020,Amy Shearn,Fiction,3.89,331,272.0,English,30.0,911.0,434
Swimming in the Dark,2020,Tomasz Jedrowski,Historical Fiction,4.25,55612,191.0,English,2364.0,118000.0,435
The Girl in White Gloves,2020,Kerri Maher,Historical Fiction,3.7,2760,384.0,English,409.0,11000.0,436
Edge of Collapse,2020,Kyla Stone,Post Apocalyptic,4.17,29061,318.0,English,12900.0,17400.0,437
Days of Distraction,2020,Alexandra Chang,Fiction,3.57,6354,312.0,English,581.0,29200.0,438
Hate Crush,2020,Angelina M. Lopez,Romance,3.75,412,297.0,English,54.0,840.0,439
Tell Me Pretty Lies,2020,Charleigh Rose,Romance,3.89,8816,312.0,English,2229.0,10500.0,440
The War We Make,2020,Chase Bolling,N/A,4.5,16,289.0,English,3.0,66.0,441
You're Not Enough (and That's Ok): Escaping the Toxic Culture of Self-Love,2020,Allie Beth Stuckey,Nonfiction,4.17,8709,224.0,English,1257.0,15500.0,442
The Last Kings of Shanghai: The Rival Jewish Dynasties That Helped Create Modern China,2020,Jonathan Kaufman,History,4.27,4197,384.0,English,2046.0,5787.0,443
The Orphan Collector,2020,Ellen Marie Wiseman,Historical Fiction,4.24,49105,390.0,English,9482.0,61700.0,444
"The Dragons, the Giant, the Women: A Memoir",2020,Wayétu Moore,Memoir,4.24,2985,250.0,N/A,285.0,13100.0,445
The Black Cabinet: The Untold Story of African Americans and Politics During the Age of Roosevelt,2020,Jill Watts,History,4.12,308,560.0,English,146.0,3924.0,446
"The System: Who Rigged It, How We Fix It",2020,Robert B. Reich,Politics,4.27,3115,206.0,English,856.0,8168.0,447
Kate,2020,Tate James,Reverse Harem,4.37,41972,594.0,English,3797.0,15100.0,448
White Out,2020,Danielle Girard,Thriller,4.06,13214,365.0,English,8052.0,10900.0,449
Whiteout,2020,Adriana Anders,Romance,3.72,5074,352.0,English,887.0,5147.0,450
Hands Down,2020,Mariana Zapata,Romance,3.9,47329,550.0,English,4073.0,47400.0,451
Pastoral Song: A Farmer’s Journey,2020,James Rebanks,Nonfiction,4.42,6894,304.0,English,577.0,11900.0,452
Those Who Wait,2020,Haley Cass,Romance,4.43,16869,632.0,English,2219.0,24900.0,453
Say Yes to the Duke,2020,Eloisa James,Historical Romance,3.88,7649,400.0,English,1664.0,7662.0,454
Wonderland,2020,Juno Dawson,Young Adult,3.67,2848,283.0,English,68.0,4950.0,455
Raybearer,2020,Jordan Ifueko,Fantasy,4.33,29363,343.0,English,1368.0,91500.0,456
When Art Rises,2020,Lorrain Allen,Dark,3.93,1141,,English,387.0,2048.0,457
Pine,2020,Francine Toon,Horror,3.38,15169,288.0,English,637.0,26800.0,458
Shackled to the World,2020,Stacey Brutger,Reverse Harem,4.1,2090,300.0,English,1003.0,453.0,459
Owls of the Eastern Ice: A Quest to Find and Save the World's Largest Owl,2020,Jonathan C. Slaght,Nonfiction,4.18,5691,368.0,English,591.0,15000.0,460
Small Things Like These,2021,Claire Keegan,Fiction,4.17,234176,128.0,English,10800.0,255000.0,461
The Morning Star,2020,Karl Ove Knausgård,Fiction,3.94,13556,666.0,English,1711.0,23200.0,462
Afterlives,2020,Abdulrazak Gurnah,Fiction,3.78,12193,288.0,English,1814.0,30800.0,463
"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis",2020,Ayana Elizabeth Johnson,Nonfiction,4.44,5991,448.0,English,2528.0,26700.0,464
Two Truths and a Lie,2020,Meg Mitchell Moore,Fiction,3.61,13461,400.0,English,1272.0,28100.0,465
Negative Space,2020,B.R. Yeager,Horror,3.71,6541,364.0,English,797.0,39400.0,466
Druid Vices and a Vodka,2020,Annette Marie,Urban Fantasy,4.39,9423,338.0,English,1591.0,1842.0,467
So This is Love,2020,Elizabeth Lim,Fantasy,4.08,16874,416.0,English,1599.0,46400.0,468
Lobizona,2020,Romina Garber,Fantasy,4.11,8242,400.0,English,438.0,33000.0,469
The Crushing Depths,2020,Dani Pettrey,Christian Fiction,4.32,2256,320.0,English,196.0,1501.0,470
How Much of These Hills Is Gold,2020,C Pam Zhang,Historical Fiction,3.79,25173,288.0,English,2672.0,59800.0,471
De beminde,2020,Kiera Cass,Romance,3.06,45598,266.0,Dutch; Flemish,3647.0,51600.0,472
Ghosts,2020,Dolly Alderton,Fiction,3.88,126246,352.0,English,4776.0,141000.0,473
Glass Town: The Imaginary World of the Brontës,2020,Isabel Greenberg,Graphic Novels,3.86,3605,220.0,English,87.0,8451.0,474
Boy Parts,2020,Eliza Clark,Fiction,3.75,62559,304.0,English,3785.0,195000.0,475
The Mermaid of Black Conch,2020,Monique Roffey,Fantasy,3.88,18087,187.0,English,866.0,25400.0,476
Miss Benson's Beetle,2020,Rachel Joyce,Fiction,4.08,53897,352.0,English,4774.0,41100.0,477
Powder & Pavlova,2020,Jay Hogan,M M Romance,4.13,1461,342.0,English,319.0,866.0,478
The Voting Booth,2020,Brandy Colbert,Young Adult,3.86,5646,293.0,English,137.0,11800.0,479
The Physicians of Vilnoc,2020,Lois McMaster Bujold,Fantasy,4.3,4197,126.0,English,509.0,1014.0,480
If I Were You,2020,Lynn Austin,Historical Fiction,4.18,14100,464.0,English,1023.0,16900.0,481
The Lost Girls of Devon,2020,Barbara O'Neal,Fiction,4.22,37948,351.0,English,17100.0,17900.0,482
Black Skies Riviera,2020,Catherine Wiltcher,Romance,3.95,4993,366.0,English,1104.0,6330.0,483
Gabriel's Promise,2020,Sylvain Reynard,Romance,3.96,5250,349.0,English,841.0,10900.0,484
The God Game,2020,Danny Tobey,Science Fiction,3.67,3943,452.0,English,228.0,15100.0,485
Set the Stars Alight,2020,Amanda Dykes,Historical Fiction,4.39,2519,367.0,English,224.0,5855.0,486
The Henna Wars,2020,Adiba Jaigirdar,Romance,3.94,29540,400.0,English,1024.0,83100.0,487
Black Sunday,2020,Tola Rotimi Abraham,Fiction,3.64,2838,277.0,English,154.0,10400.0,488
Notes from an Apocalypse,2020,Mark O'Connell,Nonfiction,3.73,2639,272.0,English,337.0,9868.0,489
Ten Things I Hate About the Duke,2020,Loretta Chase,Historical Romance,3.94,5606,386.0,English,600.0,5532.0,490
The Vanishing,2020,Jayne Ann Krentz,Romance,3.81,10347,294.0,English,2241.0,10700.0,491
No Fixed Line,2020,Dana Stabenow,Mystery,4.24,3204,400.0,English,931.0,2669.0,492
Grown Ups,2020,Marian Keyes,Fiction,3.93,57648,636.0,English,6710.0,42900.0,493
Side Trip,2020,Kerry Lonsdale,Romance,4.33,6604,328.0,English,3334.0,7256.0,494
The Archive of the Forgotten,2020,A.J. Hackwith,Fantasy,3.84,7090,352.0,English,527.0,11000.0,495
A Murderous Relation,2020,Deanna Raybourn,Mystery,4.14,18739,308.0,English,1519.0,14100.0,496
The Jetsetters,2020,Amanda Eyre Ward,Fiction,3.08,56360,352.0,English,5388.0,52700.0,497
Drowning in Stars,2020,Debra Anastasia,Romance,4.23,4227,357.0,English,1500.0,6595.0,498
Flamer,2020,Mike Curato,Graphic Novels,4.31,11033,366.0,English,176.0,13600.0,499
Leave the World Behind,2020,Rumaan Alam,Fiction,3.16,158683,241.0,English,11100.0,154000.0,500
19 Love Songs,2020,David Levithan,Short Stories,3.66,1765,310.0,English,153.0,3785.0,501
The Dark Archive,2020,Genevieve Cogman,Fantasy,4.19,8945,318.0,English,454.0,7631.0,502
Ik ben er niet,2020,Lize Spit,Fiction,4.1,8643,576.0,Dutch; Flemish,268.0,6764.0,503
Of Literature and Lattes,2020,Katherine Reay,Fiction,3.64,4387,325.0,English,343.0,9403.0,504
The Angel of the Crows,2020,Katherine Addison,Fantasy,3.79,5757,448.0,English,606.0,13700.0,505
The Gravity of Us,2020,Phil Stamper,LGBT,3.61,26048,313.0,English,1144.0,74400.0,506
Sex and Vanity,2020,Kevin Kwan,Fiction,3.33,59187,336.0,English,6365.0,42600.0,507
Sweet Dandelion,2020,Micalea Smeltzer,Romance,4.01,14668,516.0,English,1596.0,22800.0,508
That Can Be Arranged: A Muslim Love Story,2020,Huda Fahmy,Graphic Novels,4.2,4356,192.0,English,68.0,7024.0,509
Magic Unleashed,2020,K.M. Shea,Fantasy,4.41,10716,331.0,English,1557.0,1624.0,510
Rich Prick,2020,Tijan,Romance,4.09,14071,424.0,English,6633.0,6181.0,511
The Last Train to Key West,2020,Chanel Cleeton,Historical Fiction,4.1,38027,314.0,English,3062.0,40000.0,512
"Wotakoi: Love is Hard for Otaku, Vol. 4",2020,Fujita,Manga,4.61,5446,256.0,English,124.0,1700.0,513
How to Pronounce Knife: Stories,2020,Souvankham Thammavongsa,Short Stories,3.84,18825,192.0,English,687.0,32500.0,514
Happy & You Know It,2020,Laura Hankin,Fiction,3.68,26883,384.0,English,1513.0,4653.0,515
Plan for the Worst,2020,Jodi Taylor,Time Travel,4.54,6191,413.0,English,745.0,2441.0,516
Poesy the Monster Slayer,2020,Cory Doctorow,Picture Books,3.79,313,40.0,English,2.0,180.0,517
