Title,Publication Year,Author,Genre,Average Rating,Number of Ratings,Number of Pages,Language,Currently Reading,Want to Read,Rank
No Good,2020,Stevie J. Cole,Romance,4.33,2478,428.0,English,926.0,2376.0,518
Darling Rose Gold,2020,Stephanie Wrobel,Thriller,3.71,38385,311.0,English,1985.0,52200.0,519
A Warm Heart in Winter,2020,J.R. Ward,Romance,4.34,9258,481.0,English,1590.0,9174.0,520
Your French Kisses,2020,Lauren Blakely,Romance,3.96,1993,110.0,English,381.0,1243.0,521
Most Likely,2020,Sarah Watson,Young Adult,3.9,4129,384.0,N/A,169.0,9856.0,522
Driftwood Dreams,2020,T.I. Lowe,Christian Fiction,4.18,1357,320.0,English,162.0,2802.0,523
The Villain,2020,L.J. Shen,Romance,4.22,52021,420.0,English,9947.0,36600.0,524
The Trouble with Peace,2020,Joe Abercrombie,Fantasy,4.6,36028,506.0,English,2279.0,25000.0,525
We Ride Upon Sticks,2020,Quan Barry,Fiction,3.79,16474,367.0,English,1308.0,39700.0,526
When She Was Good,2020,Michael Robotham,Thriller,4.24,24839,352.0,English,1638.0,19000.0,527
Unmaking the Presidency: Donald Trump's War on the World's Most Powerful Office,2020,Susan Hennessey,Politics,4.27,438,432.0,English,209.0,2106.0,528
One Hot Italian Summer,2020,Karina Halle,Romance,3.91,5277,384.0,English,1059.0,6714.0,529
Intimations,2020,Zadie Smith,Nonfiction,3.99,27756,97.0,English,1315.0,39000.0,530
Confessions on the 7:45,2019,Lisa Unger,Thriller,3.91,58289,368.0,English,3651.0,86000.0,531
ギヴン 6 [Given 6],2020,Natsuki Kizu,Manga,4.41,5726,157.0,Japanese,98.0,2338.0,532
The Curator,2020,M.W. Craven,Crime,4.38,10471,352.0,English,503.0,4488.0,533
By a Thread,2020,Lucy Score,Romance,4.09,156759,584.0,English,25500.0,179000.0,534
Right/Wrong: How Technology Transforms Our Ethics,2020,Juan Enriquez,Nonfiction,3.69,125,287.0,English,50.0,520.0,535
The Living Sea of Waking Dreams,2020,Richard Flanagan,Fiction,3.7,4370,240.0,English,411.0,7810.0,536
"American Sherlock: Murder, Forensics, and the Birth of American CSI",2020,Kate Winkler Dawson,Nonfiction,3.66,9786,336.0,English,1237.0,18500.0,537
Master Class,2020,Christina Dalcher,Dystopia,3.76,10437,321.0,English,434.0,13600.0,538
The Big Goodbye: Chinatown and the Last Years of Hollywood,2020,Sam Wasson,Nonfiction,4.09,3468,416.0,English,786.0,5284.0,539
The Good Turn,2020,Dervla McTiernan,Mystery,4.22,16458,400.0,English,742.0,9859.0,540
The Secret Lives of Church Ladies,2020,Deesha Philyaw,Short Stories,4.16,37953,179.0,English,1063.0,62000.0,541
Broken Knights,2020,Michelle Hercules,Reverse Harem,4.06,2885,455.0,English,1026.0,1406.0,542
The Animals at Lockwood Manor,2020,Jane Healey,Historical Fiction,3.3,6028,340.0,English,361.0,15200.0,543
Rage and Ruin,2020,Jennifer L. Armentrout,Fantasy,4.13,41569,468.0,English,2690.0,41400.0,544
Don't Hex and Drive,2020,Juliette Cross,Romance,4.09,15644,348.0,English,1385.0,10600.0,545
Real Life,2020,Brandon Taylor,Fiction,3.8,35179,329.0,English,2143.0,2333.0,546
Igniting Darkness,2020,Robin LaFevers,Fantasy,4.13,2742,496.0,English,166.0,12100.0,547
The Four Profound Weaves,2020,R.B. Lemberg,Fantasy,3.8,1205,192.0,English,69.0,5623.0,548
Queen Move,2020,Kennedy Ryan,Romance,4.16,10764,300.0,English,1200.0,26000.0,549
The Silent Wife,2020,Karin Slaughter,Thriller,4.23,66659,496.0,English,9832.0,59200.0,550
Wolf Gone Wild,2020,Juliette Cross,Romance,3.94,26976,378.0,English,3367.0,38000.0,551
The Happiest Man on Earth,2020,Eddie Jaku,Nonfiction,4.62,95880,208.0,English,3917.0,120000.0,552
James Monroe: A Life,2020,Tim McGrath,Biography,4.22,1055,674.0,English,205.0,1660.0,553
Under Scottish Stars,2020,Carla Laureano,Christian Fiction,4.1,818,368.0,English,109.0,2281.0,554
One Last Lie,2020,Paul Doiron,Mystery,4.04,4252,310.0,English,1007.0,10700.0,555
I Am Not Your Slave: A Memoir,2020,Tupa Tjipombo,Nonfiction,4.59,310,216.0,English,18.0,1908.0,556
The Psychology of Money,2020,Morgan Housel,Finance,4.3,231710,252.0,English,36700.0,384000.0,557
Time Shelter,2020,Georgi Gospodinov,Fiction,3.75,20526,304.0,English,3447.0,42600.0,558
And They Called It Camelot: A Novel of Jacqueline Bouvier Kennedy Onassis,2020,Stephanie Marie Thornton,Historical Fiction,4.19,5385,448.0,English,1449.0,11500.0,559
Shades of Magic Vol. 3: The Rebel Army,2020,Victoria E. Schwab,Fantasy,3.76,2233,112.0,English,17.0,5144.0,560
War Lord,2020,Bernard Cornwell,Historical Fiction,4.6,14160,333.0,English,1798.0,8026.0,561
The Mystery of Mrs. Christie,2020,Marie Benedict,Historical Fiction,3.73,43619,272.0,English,6780.0,70300.0,562
Becoming Duchess Goldblatt,2020,Duchess Goldblatt,Memoir,4.04,9880,240.0,English,869.0,13300.0,563
Sin Eater,2020,Megan Campisi,Historical Fiction,3.61,12955,284.0,English,947.0,31200.0,564
Officer Clemmons,2020,François S. Clemmons,Memoir,3.93,1653,288.0,English,180.0,6255.0,565
Hella,2020,David Gerrold,Science Fiction,3.52,831,446.0,English,117.0,4999.0,566
"Corona, False Alarm?: Facts and Figures",2020,Karina Reiss,Science,4.11,685,153.0,English,343.0,527.0,567
Imagine Me,2020,Tahereh Mafi,Fantasy,4.0,232701,450.0,English,8408.0,238000.0,568
The Peanuts Book: A Visual History of the Iconic Comic Strip,2020,Simon Beecroft,Nonfiction,4.45,117,200.0,English,19.0,123.0,569
Invisible Girl,2020,Lisa Jewell,Thriller,3.8,158720,404.0,English,9994.0,116000.0,570
The Talented Mr. Varg,2020,Alexander McCall Smith,Mystery,3.81,3853,240.0,English,408.0,3390.0,571
The Broken Heart of America: St. Louis and the Violent History of the United States,2020,Walter Johnson,History,4.38,1739,528.0,English,558.0,6349.0,572
Sucker Punch,2020,Laurell K. Hamilton,Fantasy,3.98,8982,624.0,English,1351.0,8341.0,573
Written in the Stars,2020,Alexandria Bellefleur,Romance,3.86,57900,370.0,English,2292.0,102000.0,574
The Queen,2020,Jennifer L. Armentrout,Fantasy,4.14,5046,146.0,English,406.0,5755.0,575
No Prince,2020,Stevie J. Cole,Romance,3.99,8606,400.0,English,3321.0,8174.0,576
The Order of the Pure Moon Reflected in Water,2020,Zen Cho,Fantasy,3.63,7048,176.0,English,281.0,18200.0,577
Trust: America's Best Chance,2020,Pete Buttigieg,Nonfiction,4.14,4931,,English,833.0,7761.0,578
What You Are Looking For Is in the Library,2020,Michiko Aoyama,Fiction,4.08,68030,304.0,English,7906.0,134000.0,579
"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",2020,Hilarie Burton Morgan,Nonfiction,4.42,21674,272.0,N/A,1038.0,19700.0,580
The Lantern Men,2020,Elly Griffiths,Mystery,4.2,20593,368.0,English,1986.0,4717.0,581
Sea of Ruin,2020,Pam Godwin,Romance,3.93,15360,467.0,English,1382.0,50000.0,582
"The Journeys of Trees: A Story about Forests, People, and the Future",2020,Zach St. George,Nonfiction,3.89,589,244.0,English,101.0,4006.0,583
Furia,2020,Yamile Saied Méndez,Young Adult,4.16,14275,368.0,English,610.0,30600.0,584
Eden,2020,Tim Lebbon,Horror,3.41,1543,279.0,English,151.0,2762.0,585
Life of a Klansman: A Family History in White Supremacy,2020,Edward Ball,History,3.76,954,416.0,English,249.0,3438.0,586
Can I Come Over?,2020,Whitney G.,Romance,3.69,7103,96.0,English,2153.0,2626.0,587
Over the Woodward Wall,2020,A. Deborah Baker,Fantasy,3.69,5375,204.0,English,442.0,12600.0,588
People From My Neighbourhood,2020,Hiromi Kawakami,Short Stories,3.52,10759,121.0,English,814.0,35700.0,589
Hideaway,2020,Nora Roberts,Romance,4.07,46991,454.0,English,12400.0,25800.0,590
Separated: Inside an American Tragedy,2020,Jacob Soboroff,Nonfiction,4.16,2462,388.0,English,1150.0,6045.0,591
The End of October,2020,Lawrence Wright,Fiction,3.76,19231,374.0,English,2975.0,28600.0,592
Chaos and Grime: A Year in the Life of a Chinese City,2020,Jacob Acerbi,China,2.88,48,265.0,English,27.0,481.0,593
The Lions of Fifth Avenue,2020,Fiona Davis,Historical Fiction,3.9,71259,368.0,English,466.0,4064.0,594
The Bright Side Sanctuary for Animals,2020,Becky Mandelbaum,Fiction,3.63,970,336.0,English,35.0,5551.0,595
"Good Girl, Bad Blood",2020,Holly Jackson,Mystery,4.28,621710,413.0,English,32500.0,433000.0,596
"Bag Man: The Wild Crimes, Audacious Cover-Up & Spectacular Downfall of a Brazen Crook in the White House",2020,Rachel Maddow,History,4.32,7258,292.0,English,1450.0,13800.0,597
The End of Her,2020,Shari Lapena,Thriller,3.78,102327,352.0,English,5121.0,78300.0,598
Men to Avoid in Art and Life,2020,Nicole Tersigni,Humor,3.95,2244,96.0,English,78.0,2560.0,599
Catherine House,2020,Elisabeth Thomas,Fiction,3.12,27358,311.0,English,1479.0,67100.0,600
The Best American Science And Nature Writing 2020,2020,Michio Kaku,Science,4.07,446,384.0,English,289.0,758.0,601
A Deal with the Elf King,2020,Elise Kova,Fantasy,3.71,105370,317.0,English,9784.0,144000.0,602
Gods of War,2020,James Lacey,History,3.97,90,388.0,English,25.0,200.0,603
Big Friendship: How We Keep Each Other Close,2020,Aminatou Sow,Nonfiction,3.75,24300,256.0,English,1767.0,56300.0,604
Burn,2020,Patrick Ness,Fantasy,3.73,10071,,English,382.0,24500.0,605
The Strays of Paris,2020,Jane Smiley,Fiction,3.99,9599,265.0,English,1407.0,11000.0,606
You're Not Listening: What You're Missing and Why It Matters,2020,Kate Murphy,Nonfiction,4.08,20276,278.0,English,2855.0,67300.0,607
Telephone,2020,Percival Everett,Fiction,3.98,4515,216.0,English,273.0,11400.0,608
Then the Fish Swallowed Him,2020,Amir Ahmadi Arian,Fiction,3.62,824,288.0,English,69.0,2294.0,609
The Fifth Avenue Story Society,2020,Rachel Hauck,Fiction,4.03,10241,400.0,English,1134.0,11900.0,610
"Joe Biden: The Life, the Run, and What Matters Now",2020,Evan Osnos,Biography,3.71,3322,172.0,English,367.0,4784.0,611
I Left The House Today!,2020,Cassandra Calin,Graphic Novels,4.04,3964,144.0,English,46.0,4083.0,612
Redhead by the Side of the Road,2020,Anne Tyler,Fiction,3.61,47310,178.0,English,5162.0,27800.0,613
The Founding Fortunes: How the Wealthy Paid for and Profited from America's Revolution,2020,Tom Shachtman,History,3.74,65,352.0,English,16.0,273.0,614
Katheryn Howard: the Scandalous Queen,2020,Alison Weir,Historical Fiction,4.09,6298,480.0,English,862.0,13100.0,615
The Two Lives of Lydia Bird,2020,Josie Silver,Romance,3.74,69062,369.0,English,4057.0,110000.0,616
Vagina Problems,2020,Lara Parker,Nonfiction,3.74,1157,240.0,English,155.0,8312.0,617
Eden Mine,2020,S.M. Hulse,Fiction,4.01,1071,259.0,English,116.0,4070.0,618
No Offense,2020,Meg Cabot,Romance,3.22,14738,340.0,English,873.0,13800.0,619
A Single Rose,2020,Muriel Barbery,Fiction,3.45,3850,160.0,English,253.0,6834.0,620
Westering Women,2020,Sandra Dallas,Historical Fiction,3.97,6074,336.0,English,469.0,7500.0,621
Fortune and Glory: Tantalizing Twenty-Seven,2020,Janet Evanovich,Mystery,4.04,45964,315.0,English,11800.0,11500.0,622
Famine,2020,Laura Thalassa,Fantasy,4.2,44191,472.0,English,3103.0,39500.0,623
"World of Wonders: In Praise of Fireflies, Whale Sharks, and Other Astonishments",2020,Aimee Nezhukumatathil,Nonfiction,4.06,21731,177.0,English,2292.0,53800.0,624
Why We Swim,2020,Bonnie Tsui,Nonfiction,3.95,9610,277.0,English,1287.0,31400.0,625
A Black Women's History of the United States,2020,Daina Ramey Berry,History,4.3,3313,273.0,English,668.0,24.0,626
A Private Cathedral,2020,James Lee Burke,Mystery,4.02,7107,384.0,English,2731.0,6629.0,627
Not My Romeo,2020,Ilsa Madden-Mills,Romance,4.06,37419,349.0,English,6817.0,25100.0,628
A Song Below Water,2020,Bethany C. Morrow,Fantasy,3.74,11701,,English,716.0,46800.0,629
The Faceless Old Woman Who Secretly Lives In Your Home,2020,Joseph Fink,Fantasy,4.07,7635,384.0,N/A,678.0,15900.0,630
A Fatal Thing Happened on the Way to the Forum: Murder in Ancient Rome,2020,Emma Southon,History,4.09,4848,352.0,English,689.0,13200.0,631
"Love in Colour: Mythical Tales from Around the World, Retold",2020,Bolu Babalola,Romance,3.95,16363,304.0,English,1833.0,57700.0,632
The King's Justice,2020,Susan Elia MacNeal,Mystery,4.02,6053,339.0,English,870.0,7960.0,633
You Were Made For Me,2020,Jenna Guillaume,Romance,3.35,683,336.0,English,17.0,3269.0,634
Red Pill,2020,Hari Kunzru,Fiction,3.66,5742,304.0,English,411.0,11000.0,635
Recipe for Persuasion,2020,Sonali Dev,Romance,3.8,12355,464.0,English,661.0,19100.0,636
Love & Other Crimes,2020,Sara Paretsky,Mystery,3.76,744,448.0,English,368.0,3265.0,637
A Lighted Lamp: Scenes of Christmas Through Time,2020,Donna Fletcher Crow,Christmas,4.27,11,196.0,English,22.0,46.0,638
Gathering Evidence,2020,Martin MacInnes,Fiction,3.49,305,320.0,English,28.0,870.0,639
Children of Ash and Elm: A History of the Vikings,2020,Neil Price,History,4.17,7178,656.0,N/A,2216.0,24000.0,640
The Cousins,2020,Karen M. McManus,Mystery,3.77,127785,337.0,English,4698.0,150000.0,641
What Kind of Woman: Poems,2020,Kate Baer,Poetry,4.06,18967,94.0,English,770.0,32100.0,642
The NRA: The Unauthorized History,2020,Frank Smyth,Nonfiction,3.68,237,304.0,English,33.0,411.0,643
Wicked Dreams,2020,S. Massery,Romance,3.94,7867,340.0,English,3069.0,11800.0,644
Girls of Brackenhill,2020,Kate Moretti,Mystery,3.76,15344,330.0,English,7977.0,11300.0,645
The Oldest Student: How Mary Walker Learned to Read,2020,Rita Lorraine Hubbard,Picture Books,4.6,3524,34.0,English,33.0,4386.0,646
"The Mermaid, the Witch, and the Sea",2020,Maggie Tokuda-Hall,Fantasy,3.81,11344,417.0,English,946.0,46700.0,647
Grown,2020,Tiffany D. Jackson,Young Adult,4.25,36245,384.0,English,929.0,75300.0,648
Faked,2020,Karla Sorensen,Romance,4.06,17426,259.0,English,6429.0,9960.0,649
No Time Like the Future: An Optimist Considers Mortality,2020,Michael J. Fox,Nonfiction,4.12,22436,238.0,English,2212.0,16100.0,650
The Perfect World of Miwako Sumida,2020,Clarissa Goenawan,Fiction,3.83,4130,288.0,English,139.0,11400.0,651
Man of My Time,2020,Dalia Sofer,Fiction,3.86,512,386.0,English,101.0,3226.0,652
The Janes,2020,Louisa Luna,Mystery,3.95,4910,360.0,English,373.0,9542.0,653
The King at the Edge of the World,2020,Arthur Phillips,Historical Fiction,3.55,2447,266.0,English,650.0,10400.0,654
The Romantic Pact,2020,Meghan Quinn,Romance,4.16,8385,334.0,English,4216.0,7954.0,655
The Jackal,2020,J.R. Ward,Paranormal,4.25,11595,365.0,English,2365.0,16400.0,656
The Summer Deal,2020,Jill Shalvis,Romance,3.82,9142,384.0,English,1530.0,14600.0,657
Followers,2020,Megan Angelo,Fiction,3.62,18463,380.0,English,1192.0,38200.0,658
Rejected,2020,Jaymin Eve,Fantasy,4.17,41878,399.0,English,12600.0,26000.0,659
Just One Year,2020,Penelope Ward,Romance,3.86,9656,311.0,N/A,1185.0,14200.0,660
The Burglar in Short Order,2020,Lawrence Block,Mystery,3.84,642,139.0,English,143.0,474.0,661
Supernatural Academy: Year Three,2020,Jaymin Eve,Fantasy,4.41,6961,326.0,English,1958.0,2521.0,662
The Lord Sorcier,2020,Olivia Atwater,Fantasy,3.58,4698,33.0,English,36.0,4417.0,663
The Dare,2020,Elle Kennedy,Romance,3.76,112033,354.0,English,4383.0,89900.0,664
Only When It's Us,2020,Chloe Liese,Romance,3.93,52107,386.0,English,1983.0,86700.0,665
Party of Two,2020,Jasmine Guillory,Romance,3.75,51257,312.0,English,3010.0,60200.0,666
Homeland Elegies,2020,Ayad Akhtar,Fiction,4.13,23946,368.0,English,3164.0,61000.0,667
The Thirty Names of Night,2020,Zeyn Joukhadar,Fiction,4.03,4734,291.0,English,441.0,26600.0,668
A Heart of Blood and Ashes,2020,Milla Vane,Fantasy,3.87,8789,534.0,English,890.0,23300.0,669
Crooked River,2020,Douglas Preston,Mystery,4.26,18355,400.0,English,2334.0,5941.0,670
Credible Threat,2020,J.A. Jance,Mystery,4.13,5070,336.0,English,1357.0,4538.0,671
The Trouble with Hating You,2020,Sajni Patel,Romance,3.8,25092,336.0,English,686.0,52700.0,672
Wild at Heart,2020,K.A. Tucker,Contemporary,4.15,58016,472.0,English,2619.0,45500.0,673
The Dare,2020,Lauren Landish,Romance,3.87,14905,302.0,English,19900.0,9228.0,674
The Awkward Black Man,2020,Walter Mosley,Short Stories,4.05,1578,336.0,English,478.0,4739.0,675
The Brother Years: A Novel,2020,Shannon Burke,Contemporary,4.09,148,288.0,English,12.0,559.0,676
The Ravens,2020,Kass Morgan,Fantasy,3.66,9628,400.0,English,483.0,25300.0,677
A Rogue of One's Own,2020,Evie Dunmore,Romance,4.02,43622,448.0,English,1656.0,53500.0,678
Dark Fairy Tales,2020,C.J. Roberts,Romance,3.83,2701,618.0,N/A,2145.0,7878.0,679
Daring and the Duke,2020,Sarah MacLean,Romance,3.77,11759,384.0,English,1365.0,8489.0,680
Minor Dramas & Other Catastrophes,2020,Kathleen West,Fiction,3.74,5429,384.0,English,514.0,11100.0,681
The Lost Book of the White,2020,Cassandra Clare,Fantasy,3.97,30293,365.0,English,1733.0,53200.0,682
Pride and Power: A Modern History of Iraq,2020,Johan Franzen,N/A,4.0,6,660.0,English,4.0,48.0,683
Jaxon,2020,Olivia T. Turner,Romance,4.3,791,77.0,English,401.0,274.0,684
"The Hundred Years' War on Palestine: A History of Settler-Colonial Conquest and Resistance, 1917-2017",2020,Rashid Khalidi,History,4.5,22227,336.0,English,11400.0,93900.0,685
The Second Chance Club: Hardship and Hope After Prison,2020,Jason Hardy,Nonfiction,4.05,708,288.0,English,85.0,2769.0,686
The Life and (Medieval) Times of Kit Sweetly,2020,Jamie Pacton,Young Adult,3.56,2995,384.0,English,75.0,12000.0,687
Return Billionaire to Sender,2020,Annika Martin,Romance,3.88,6291,352.0,English,786.0,4016.0,688
Outbound Train,2020,Renea Winchester,Fiction,4.33,242,260.0,English,44.0,558.0,689
Sternenstaubkind (Sternenmagie 1),2020,Isa Day,N/A,4.5,6,132.0,German,,12.0,690
The Color of Air,2020,Gail Tsukiyama,Historical Fiction,3.82,4258,304.0,English,658.0,9257.0,691
Running Against the Devil: A Plot to Save America from Trump — And Democrats from Themselves,2020,Rick Wilson,Politics,4.15,1497,352.0,English,865.0,2102.0,692
Writers Revenge: Four Authors and the Publisher from Hell,2020,Alice Gamble,N/A,2.87,31,212.0,English,3.0,118.0,693
"Big Girl, Small Town",2020,Michelle Gallen,Fiction,3.35,6605,352.0,N/A,715.0,12600.0,694
You Exist Too Much,2020,Zaina Arafat,Fiction,3.63,18526,263.0,English,1046.0,61300.0,695
Kings Falling,2020,Ronie Kendig,Christian Fiction,4.48,344,352.0,English,32.0,760.0,696
Man of War: The Rebels and Redcoats Saga Prequel,2020,T.J. London,Historical Romance,4.8,55,643.0,English,11.0,130.0,697
It All Began with a Note,2020,H.M. Shander,Contemporary,4.03,258,,English,162.0,488.0,698
His Accidental Daddy,2020,Luna David,M M Romance,4.09,1306,292.0,English,,,699
Sunbathing I Want To,2020,Nicholas Dolinger,Fiction,3.5,12,56.0,English,2.0,116.0,700
Storing Up Trouble,2020,Jen Turano,Historical Fiction,4.31,1519,359.0,English,179.0,1702.0,701
A Bit of a Stretch,2020,Chris Atkins,Nonfiction,4.21,10588,327.0,English,581.0,9838.0,702
The Memory Wood,2020,Sam Lloyd,Thriller,4.16,9423,384.0,English,532.0,12700.0,703
The Duke of Diamonds,2020,Emily Windsor,Historical Romance,4.16,1869,300.0,English,673.0,547.0,704
"The Influence of Soros: Politics, Power, and the Struggle for an Open Society",2020,Emily Tamkin,Politics,3.84,152,320.0,English,65.0,350.0,705
Lost in the City of @,2020,Michael Bell,Fiction,4.52,56,354.0,English,3.0,3615.0,706
Alsea Rising: Gathering Storm,2020,Fletcher DeLancey,Science Fiction,4.72,244,407.0,English,27.0,114.0,707
A Sky Beyond the Storm,2020,Sabaa Tahir,Fantasy,4.3,67976,516.0,English,2907.0,102000.0,708
The Heretic,2020,Allysha Lavino,N/A,4.63,43,444.0,English,16.0,55.0,709
The Renascent World,2020,Carryn W. Kerr,Science Fiction,4.31,36,419.0,English,7.0,3808.0,710
Malorie,2020,Josh Malerman,Horror,3.8,25225,301.0,English,1248.0,40000.0,711
The Beast of Bellevue,2020,Grace Chen,Young Adult,3.96,78,252.0,English,1.0,118.0,712
The Singular Prize,2021,Francisca Anselm,N/A,5.0,4,,English,,10.0,713
Salvar el fuego,2020,Guillermo Arriaga,Fiction,4.3,11169,664.0,Spanish; Castilian,1325.0,11900.0,714
Just a Boy and a Girl in a Little Canoe,2020,Sarah Mlynowski,Young Adult,3.1,2454,352.0,English,85.0,5801.0,715
Fortitude: American Resilience in the Era of Outrage,2020,Dan Crenshaw,Nonfiction,4.41,7863,256.0,English,2023.0,6679.0,716
Jefferson Parish a Novel,2020,Michael W. Hull,Fiction,4.27,15,261.0,English,1.0,3204.0,717
APOPHIS - Into the Folds of Darkness,2020,Raj Anand,Amazon,4.38,32,456.0,English,30.0,49.0,718
No Rules Rules: Netflix and the Culture of Reinvention,2020,Reed Hastings,Business,4.28,29328,464.0,English,6429.0,59500.0,719
Una rosa roja para un corazón roto: Arían libro 1,2020,Rafael Odalis Bautista Ventura,N/A,4.8,5,324.0,Spanish; Castilian,,6.0,720
Truly (In Love 1),2020,Ava Reed,Romance,3.81,6115,140.0,German,128.0,4558.0,721
La muerte en bermudas,2020,José Urbano Hortelano,N/A,5.0,1,282.0,Spanish; Castilian,,3.0,722
Burn Our Bodies Down,2020,Rory Power,Horror,3.51,11895,352.0,English,372.0,40600.0,723
Wraithblade,2020,S.M. Boyce,Fantasy,4.41,3498,772.0,English,1668.0,1867.0,724
Love and Other Thought Experiments,2020,Sophie Ward,Fiction,3.58,5866,272.0,English,336.0,18800.0,725
Be a Dick: How One Person Can Change the World in the Most Unexpected Way,2020,Marc Ensign,Self Help,4.64,28,114.0,English,3.0,81.0,726
The Salon of Exiled Artists in California,2020,Núria Añó,Art,4.25,12,237.0,English,1.0,161.0,727
The Archon of Peace,2020,Juddy Anderson C. Punzalan,Fantasy,4.59,404,795.0,English,33.0,4041.0,728
The Book of Moods: How I Turned My Worst Emotions Into My Best Life,2020,Lauren Martin,Nonfiction,3.83,4321,288.0,English,679.0,16800.0,729
Nyx,2020,Serena Akeroyd,Romance,4.05,9727,311.0,N/A,4051.0,10300.0,730
Fatal Fraud,2020,Marie Force,Romance,4.68,3642,358.0,English,1474.0,2462.0,731
To Dwell Among Cedars,2020,Connilyn Cossette,Biblical Fiction,4.51,2278,364.0,English,343.0,3416.0,732
Twenty,2020,Debra Landwehr Engle,Fiction,3.89,975,240.0,English,134.0,7531.0,733
Hollywood Park,2020,Mikel Jollett,Memoir,4.29,15787,384.0,English,1593.0,38800.0,734
The Castle of Tangled Magic,2020,Sophie Anderson,Middle Grade,4.0,2116,416.0,English,123.0,6197.0,735
A Necessary Blessing,2020,Sarah Head,Fiction,3.96,74,352.0,English,7.0,173.0,736
Unlocked,2020,Shannon Messenger,Fantasy,4.25,25190,768.0,English,2007.0,12000.0,737
Parachutes,2020,Kelly Yang,Young Adult,4.19,12399,496.0,English,506.0,27100.0,738
Judge Dee and the Limits of the Law,2020,Lavie Tidhar,Fantasy,4.01,789,32.0,English,39.0,763.0,739
We Will Not Cancel Us: And Other Dreams of Transformative Justice,2020,Adrienne Maree Brown,Nonfiction,4.3,2901,88.0,English,372.0,10800.0,740
Kundiman for Kin/Information Retrieval for Monsters,2020,Ching-In Chen,N/A,5.0,2,19.0,English,1.0,14.0,741
Em,2020,Kim Thúy,Fiction,4.11,6279,160.0,English,166.0,6022.0,742
Crush,2020,Tracy Wolff,Fantasy,4.25,130681,704.0,English,16800.0,94500.0,743
This Telling,2020,Cheryl Strayed,Short Stories,3.95,7106,37.0,English,1322.0,4128.0,744
Cher Ami and Major Whittlesey: A Novel,2020,Kathleen Rooney,Historical Fiction,3.98,2241,324.0,English,466.0,5709.0,745
Art Comic,2020,Matthew Thurber,Graphic Novels,3.65,97,200.0,English,2.0,70.0,746
The Weekend Away,2020,Sarah Alderson,Thriller,3.91,14442,336.0,English,972.0,21400.0,747
Daughter of No Worlds,2020,Carissa Broadbent,Fantasy,4.03,130903,520.0,English,21000.0,292000.0,748
The Eighth Wonder of the World: The True Story of André the Giant,2020,Bertrand Hébert,Biography,4.13,671,377.0,English,84.0,681.0,749
Tamarillo Tart,2020,Jay Hogan,Romance,4.25,1118,267.0,English,146.0,397.0,750
Wilmington's Lie: The Murderous Coup of 1898 and the Rise of White Supremacy,2020,David Zucchino,History,4.43,3850,426.0,English,1298.0,14800.0,751
Lot 202,2020,Remigiusz Mróz,Audiobook,3.77,1081,512.0,Polish,28.0,436.0,752
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,2020,Eric Jorgenson,Business,4.44,54686,242.0,English,12000.0,89800.0,753
Heaven and Hell: A History of the Afterlife,2020,Bart D. Ehrman,Religion,4.06,3478,327.0,English,1102.0,7921.0,754
Online,2020,Madeleine Taylor,Romance,4.18,553,154.0,English,51.0,385.0,755
Trace Elements,2020,Donna Leon,Mystery,3.88,8895,278.0,English,1390.0,3086.0,756
Woman of Sunlight,2020,Mary Connealy,Historical Fiction,4.27,1260,304.0,English,159.0,1923.0,757
Love According to Science,2020,Claire Kingsley,Romance,4.13,18290,375.0,English,7320.0,13100.0,758
Abschied,2020,Isa Day,N/A,4.5,4,123.0,German,,6.0,759
You Let Me In,2020,Camilla Bruce,Horror,3.65,5774,247.0,English,412.0,17300.0,760
Romantically Ever After,2020,Tessa Layne,N/A,4.46,289,3693.0,English,,,761
Feralsong,2020,T.J. Klune,Fantasy,4.36,5541,32.0,English,42.0,8658.0,762
The River Home,2020,Hannah Richell,Fiction,3.95,2084,368.0,English,152.0,4748.0,763
Worth a Shot,2020,Gail Haris,Romance,4.17,217,298.0,English,35.0,537.0,764
A Reckless Love,2020,Beth White,Historical Fiction,4.27,279,368.0,English,39.0,1662.0,765
The House at the End of the Moor,2020,Michelle Griep,Historical Fiction,4.25,1515,320.0,English,192.0,4141.0,766
Spring Strings,2020,Lily Morton,M M Romance,4.22,3432,154.0,English,296.0,1304.0,767
Dating Makes Perfect,2020,Pintip Dunn,Romance,3.89,1449,400.0,English,51.0,8390.0,768
How the Lady Was Won,2020,Shana Galen,Historical Romance,3.84,818,424.0,English,172.0,559.0,769
The Milk Wagon,2020,Michael Hewes,Fiction,4.21,394,364.0,English,80.0,684.0,770
One True King,2020,Soman Chainani,Fantasy,4.35,17472,624.0,English,868.0,20600.0,771
Lightbringer,2020,Claire Legrand,Fantasy,3.98,14225,594.0,English,850.0,36300.0,772
Wolf in Sheep's Clothing,2020,Charlie Adhara,M M Romance,4.45,5823,268.0,English,220.0,1628.0,773
Charming Like Us,2020,Krista Ritchie,Romance,3.93,8452,503.0,English,371.0,9716.0,774
One Year of Ugly,2020,Caroline Mackenzie,Fiction,3.78,2119,400.0,English,132.0,388.0,775
Again Again,2020,E. Lockhart,Young Adult,3.13,11176,289.0,English,590.0,26400.0,776
